,id,date_recorded,funder,gps_height,installer,longitude,latitude,num_private,basin,region,region_code,district_code,lga,population,public_meeting,scheme_management,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,status_group,nearest_functional_dist,priority_scores
12124,44495,2013-02-04,rwssp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
10335,67726,2013-02-10,wsdp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,afridev,afridev,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
35061,73609,2013-02-15,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
10413,41898,2013-02-20,rwssp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
24535,30945,2013-01-21,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,wug,False,,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
38617,44611,2013-02-04,nwssp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
38533,59117,2013-01-29,tasaf,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
4587,73416,2012-10-25,rwssp,,dwe,,-2e-08,0,lake victoria,mwanza,17,1,magu,,,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,,,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
4624,72535,2012-10-13,hesawa,,dwe,,-2e-08,0,lake victoria,mwanza,19,2,magu,,True,,True,,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
4627,30354,2013-02-04,lwi,,lwi,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,wug,False,,india mark ii,india mark ii,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
6374,24103,2011-07-24,government of tanzania,,government,,-2e-08,0,lake victoria,mwanza,19,6,geita,,True,vwc,True,,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
45417,48014,2012-10-29,tasaf,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
45464,27679,2013-02-02,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,wug,False,,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
12318,1566,2013-01-29,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
34532,71431,2011-08-10,jica,,jica,,-2e-08,0,lake victoria,mwanza,19,6,geita,,True,vwc,True,,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,other,other,functional needs repair,0.004459472001684637,0.12522343834587213
12403,38045,2012-10-25,ridep,,dwe,,-2e-08,0,lake victoria,mwanza,19,2,magu,,True,,True,,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,salty,salty,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
14059,36343,2013-02-04,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,wug,False,,other,other,other,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,functional needs repair,0.004459472001684637,0.12522343834587213
14108,72078,2011-08-14,aic,,aic,,-2e-08,0,lake tanganyika,mwanza,19,6,geita,,True,vwc,True,,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
3209,63739,2013-01-26,rwssp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,pay monthly,monthly,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
3176,13186,2012-10-29,government of tanzania,,dwe,,-2e-08,0,lake victoria,mwanza,19,2,magu,,True,,True,,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
44486,65526,2011-07-18,wvt,,wvt,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
3293,9675,2012-11-04,hesawa,,dwe,,-2e-08,0,lake victoria,mwanza,19,2,magu,,True,,True,,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
12107,67366,2012-10-21,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,parastatal,False,,swn 80,swn 80,handpump,parastatal,parastatal,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
45033,54432,2011-07-19,tanapa,,tanapa,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,parastatal,True,,swn 80,swn 80,handpump,parastatal,parastatal,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
3000,45010,2013-02-16,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
1085,37958,2012-10-29,government of tanzania,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
1086,19319,2013-02-15,wsdp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,pay monthly,monthly,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
12263,54438,2013-01-29,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
34877,14974,2012-10-22,rwssp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
2422,58343,2013-01-18,wvt,,wvt,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,parastatal,False,,gravity,gravity,gravity,parastatal,parastatal,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional needs repair,0.004459472001684637,0.12522343834587213
28024,19848,2013-02-06,wvt,,wvt,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
12050,31590,2013-01-26,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,parastatal,False,,swn 80,swn 80,handpump,parastatal,parastatal,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
45021,3677,2012-10-23,government of tanzania,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
1105,47835,2013-01-28,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
14057,36587,2012-10-22,wsdp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
1918,15239,2011-07-23,government of tanzania,,government,,-2e-08,0,lake victoria,mwanza,19,6,geita,,True,vwc,True,,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
39482,22672,2013-01-29,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,wug,False,,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
17508,64220,2013-01-22,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,,,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
55012,41017,2013-01-26,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
55052,53384,2013-01-25,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,wug,False,,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
45803,19176,2013-02-19,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
25817,19857,2013-02-20,dwssp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
2497,7045,2013-01-25,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
15973,6149,2012-10-29,cspd,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,gravity,gravity,gravity,wug,user-group,other,other,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional needs repair,0.004459472001684637,0.12522343834587213
15918,30088,2013-01-20,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
22058,20447,2013-01-23,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
8224,24187,2013-02-01,dwssp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
2001,71699,2012-10-23,dwssp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
12934,33257,2013-02-15,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
34073,64368,2013-01-25,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,swn 80,swn 80,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
34121,61449,2013-01-31,rwssp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
45868,49333,2013-02-04,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
55397,3666,2013-01-21,rwssp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,parastatal,False,,gravity,gravity,gravity,parastatal,parastatal,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional needs repair,0.004459472001684637,0.12522343834587213
55193,40807,2011-07-18,rwssp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
